time	V(amp_out)	V(bp_out)	V(ecg)	V(rb_out)
3.547034513628121e-001	-4.717616e-002	-1.032064e-001	-8.748419e-005	-4.691028e-002
3.552884259177677e-001	-5.230971e-002	-1.091113e-001	-9.836472e-005	-5.260839e-002
3.560297341977139e-001	-5.853715e-002	-1.161932e-001	-1.121531e-004	-5.945448e-002
3.567378854427638e-001	-6.422638e-002	-1.225307e-001	-1.253247e-004	-6.559750e-002
3.574539789901469e-001	-6.977093e-002	-1.285026e-001	-1.386440e-004	-7.142296e-002
3.582247434965359e-001	-7.561161e-002	-1.345197e-001	-1.529802e-004	-7.735979e-002
3.588768842291249e-001	-8.053157e-002	-1.393263e-001	-1.651100e-004	-8.218458e-002
3.600000000000000e-001	-8.913571e-002	-1.471804e-001	-1.860000e-004	-9.028016e-002
3.603261259058347e-001	-9.172594e-002	-1.493715e-001	-1.920659e-004	-9.261769e-002
3.606522518116693e-001	-9.437724e-002	-1.515827e-001	-1.981319e-004	-9.500004e-002
3.609783777175040e-001	-9.708963e-002	-1.538140e-001	-2.041978e-004	-9.742722e-002
3.613045036233387e-001	-9.986311e-002	-1.560654e-001	-2.102638e-004	-9.989923e-002
3.616306295291734e-001	-1.026977e-001	-1.583370e-001	-2.163297e-004	-1.024161e-001
3.619567554350081e-001	-1.055933e-001	-1.606286e-001	-2.223957e-004	-1.049777e-001
3.622828813408427e-001	-1.085500e-001	-1.629404e-001	-2.284616e-004	-1.075842e-001
3.630253560149300e-001	-1.156275e-001	-1.684885e-001	-2.422716e-004	-1.138897e-001
3.636032931601388e-001	-1.214424e-001	-1.730992e-001	-2.530213e-004	-1.191552e-001
3.645266971428532e-001	-1.311287e-001	-1.809469e-001	-2.701966e-004	-1.281037e-001
3.655032596428532e-001	-1.417738e-001	-1.898726e-001	-2.883606e-004	-1.382087e-001
3.664798221428532e-001	-1.526926e-001	-1.994413e-001	-3.065247e-004	-1.489072e-001
3.674563846428532e-001	-1.636607e-001	-2.095241e-001	-3.246888e-004	-1.600041e-001
3.684329471428532e-001	-1.744397e-001	-2.199113e-001	-3.428528e-004	-1.712427e-001
3.694095096428532e-001	-1.848762e-001	-2.303793e-001	-3.610169e-004	-1.823945e-001
3.700000000000000e-001	-1.909867e-001	-2.366768e-001	-3.720000e-004	-1.890294e-001
3.706370029439448e-001	-1.927919e-001	-2.417970e-001	-3.749621e-004	-1.914951e-001
3.713713249679639e-001	-1.944223e-001	-2.455809e-001	-3.783767e-004	-1.939071e-001
3.719570423555951e-001	-1.954110e-001	-2.475338e-001	-3.811003e-004	-1.954910e-001
3.728921602583128e-001	-1.966098e-001	-2.497645e-001	-3.854485e-004	-1.975399e-001
3.736638104422574e-001	-1.973083e-001	-2.509843e-001	-3.890367e-004	-1.988042e-001
3.743472278215046e-001	-1.977347e-001	-2.516105e-001	-3.922146e-004	-1.995722e-001
3.750348318245703e-001	-1.980762e-001	-2.519003e-001	-3.954120e-004	-2.000793e-001
3.757687727635580e-001	-1.984608e-001	-2.519169e-001	-3.988248e-004	-2.004246e-001
3.767453352635580e-001	-1.991684e-001	-2.516688e-001	-4.033658e-004	-2.007773e-001
3.777127912507296e-001	-2.001891e-001	-2.513127e-001	-4.078645e-004	-2.011870e-001
3.785723765689179e-001	-2.015259e-001	-2.510501e-001	-4.118615e-004	-2.017740e-001
3.793881931031640e-001	-2.033349e-001	-2.510625e-001	-4.156551e-004	-2.027449e-001
3.800491128922276e-001	-2.048315e-001	-2.512898e-001	-4.180433e-004	-2.035473e-001
3.806358621554047e-001	-2.026052e-001	-2.503262e-001	-4.125865e-004	-2.007484e-001
3.812200059750281e-001	-2.005718e-001	-2.482846e-001	-4.071539e-004	-1.982263e-001
3.820298811276782e-001	-1.979927e-001	-2.449439e-001	-3.996221e-004	-1.951262e-001
3.830064436276782e-001	-1.951179e-001	-2.408272e-001	-3.905401e-004	-1.919001e-001
3.839830061276782e-001	-1.923106e-001	-2.369765e-001	-3.814581e-004	-1.890800e-001
3.849595686276782e-001	-1.893475e-001	-2.334258e-001	-3.723760e-004	-1.864547e-001
3.859361311276782e-001	-1.860644e-001	-2.300203e-001	-3.632940e-004	-1.837973e-001
3.868743077288950e-001	-1.824441e-001	-2.267044e-001	-3.545689e-004	-1.810037e-001
3.877172695416992e-001	-1.786024e-001	-2.234465e-001	-3.467294e-004	-1.780343e-001
3.881036314254137e-001	-1.766538e-001	-2.218119e-001	-3.431362e-004	-1.764886e-001
3.887296392460802e-001	-1.732663e-001	-2.189413e-001	-3.373144e-004	-1.737220e-001
3.896053207040290e-001	-1.682157e-001	-2.145803e-001	-3.291705e-004	-1.694645e-001
3.901479320708151e-001	-1.645850e-001	-2.115971e-001	-3.234363e-004	-1.662552e-001
3.906581895233123e-001	-1.601133e-001	-2.080636e-001	-3.163183e-004	-1.620697e-001
3.912842189061331e-001	-1.545471e-001	-2.030532e-001	-3.075851e-004	-1.567188e-001
3.921873558692077e-001	-1.464925e-001	-1.951864e-001	-2.949864e-004	-1.487609e-001
3.929459809496278e-001	-1.397982e-001	-1.881974e-001	-2.844036e-004	-1.419402e-001
3.936386083820019e-001	-1.338441e-001	-1.816368e-001	-2.747414e-004	-1.356858e-001
3.950066920561012e-001	-1.227635e-001	-1.686653e-001	-2.556566e-004	-1.236105e-001
3.958847743752875e-001	-1.162985e-001	-1.606089e-001	-2.434074e-004	-1.163083e-001
3.966262486322493e-001	-1.113238e-001	-1.541697e-001	-2.330638e-004	-1.105906e-001
3.973556840684024e-001	-1.067953e-001	-1.482053e-001	-2.228882e-004	-1.053727e-001
3.982413636571073e-001	-1.016718e-001	-1.414489e-001	-2.105330e-004	-9.952802e-002
3.992179261571073e-001	-9.636903e-002	-1.345877e-001	-1.969099e-004	-9.363195e-002
4.000000000000000e-001	-9.227484e-002	-1.294487e-001	-1.860000e-004	-8.921567e-002
4.004970129191743e-001	-9.198368e-002	-1.271305e-001	-1.836889e-004	-8.888083e-002
4.009994091866630e-001	-9.170052e-002	-1.256403e-001	-1.813527e-004	-8.864852e-002
4.017635837616291e-001	-9.112819e-002	-1.241447e-001	-1.777993e-004	-8.829986e-002
4.025385611598074e-001	-9.031662e-002	-1.230904e-001	-1.741957e-004	-8.787314e-002
4.035224667047557e-001	-8.884387e-002	-1.219596e-001	-1.696205e-004	-8.709273e-002
4.043889186593859e-001	-8.693812e-002	-1.207636e-001	-1.655915e-004	-8.595163e-002
4.047784003713503e-001	-8.588745e-002	-1.200924e-001	-1.637804e-004	-8.526074e-002
4.054093659958683e-001	-8.394402e-002	-1.187857e-001	-1.608465e-004	-8.388500e-002
4.063859284958683e-001	-8.053344e-002	-1.163261e-001	-1.563054e-004	-8.128019e-002
4.071496767414278e-001	-7.758465e-002	-1.140163e-001	-1.527540e-004	-7.885641e-002
4.078469888212882e-001	-7.471132e-002	-1.115649e-001	-1.495115e-004	-7.632866e-002
4.085466555978238e-001	-7.176024e-002	-1.088335e-001	-1.462581e-004	-7.357237e-002
4.092593197606817e-001	-6.878376e-002	-1.058408e-001	-1.429442e-004	-7.062666e-002
4.101517294116573e-001	-6.517830e-002	-1.019211e-001	-1.387945e-004	-6.686361e-002
4.115246870860532e-001	-6.045997e-002	-9.583601e-002	-1.324102e-004	-6.135606e-002
4.124225315893413e-001	-5.797892e-002	-9.209229e-002	-1.282352e-004	-5.815363e-002
4.131100222336451e-001	-5.651205e-002	-8.950754e-002	-1.250384e-004	-5.606572e-002
4.137399408995339e-001	-5.546962e-002	-8.740239e-002	-1.221093e-004	-5.445373e-002
4.145195186678311e-001	-5.450235e-002	-8.515039e-002	-1.184842e-004	-5.283106e-002
4.154960811678311e-001	-5.367813e-002	-8.286941e-002	-1.139432e-004	-5.132429e-002
4.164726436678311e-001	-5.310970e-002	-8.113720e-002	-1.094022e-004	-5.029483e-002
4.174492061678311e-001	-5.259233e-002	-7.986901e-002	-1.048612e-004	-4.960178e-002
4.184257686678311e-001	-5.190621e-002	-7.888849e-002	-1.003202e-004	-4.903637e-002
4.192460789945753e-001	-5.104235e-002	-7.814521e-002	-9.650573e-005	-4.850024e-002
4.202497807153484e-001	-4.952744e-002	-7.717142e-002	-9.183852e-005	-4.761803e-002
4.211825956807793e-001	-4.740560e-002	-7.593592e-002	-8.750093e-005	-4.628638e-002
4.216514101521039e-001	-4.607631e-002	-7.512395e-002	-8.532094e-005	-4.538093e-002
4.224073132266503e-001	-4.363088e-002	-7.353193e-002	-8.180599e-005	-4.360363e-002
4.233838757266503e-001	-4.006969e-002	-7.102267e-002	-7.726498e-005	-4.083251e-002
4.241388079161762e-001	-3.706108e-002	-6.870405e-002	-7.375454e-005	-3.832546e-002
4.249032696735696e-001	-3.386388e-002	-6.600490e-002	-7.019979e-005	-3.548097e-002
4.256872608218505e-001	-3.056771e-002	-6.296837e-002	-6.655424e-005	-3.236627e-002
4.264211901456704e-001	-2.757448e-002	-5.995426e-002	-6.314147e-005	-2.936290e-002
4.271397450387348e-001	-2.484966e-002	-5.692890e-002	-5.980019e-005	-2.644497e-002
4.280612433336747e-001	-2.166734e-002	-5.305823e-002	-5.551522e-005	-2.282348e-002
4.286947386991444e-001	-1.977959e-002	-5.048593e-002	-5.256947e-005	-2.050714e-002
4.293499835695394e-001	-1.817420e-002	-4.800387e-002	-4.952258e-005	-1.836224e-002
4.300224243095330e-001	-1.682661e-002	-4.565298e-002	-4.643744e-005	-1.641629e-002
4.303363646429942e-001	-1.660821e-002	-4.472508e-002	-4.556154e-005	-1.591014e-002
4.306951535955215e-001	-1.645903e-002	-4.385503e-002	-4.456052e-005	-1.543817e-002
4.314127315005759e-001	-1.635759e-002	-4.248181e-002	-4.255848e-005	-1.472524e-002
4.321549068723420e-001	-1.647260e-002	-4.148893e-002	-4.048781e-005	-1.429199e-002
4.331314693723420e-001	-1.684259e-002	-4.073336e-002	-3.776320e-005	-1.412923e-002
4.341080318723420e-001	-1.724466e-002	-4.040937e-002	-3.503859e-005	-1.425590e-002
4.350845943723420e-001	-1.747551e-002	-4.036752e-002	-3.231398e-005	-1.450518e-002
4.359411864263708e-001	-1.738421e-002	-4.041449e-002	-2.992409e-005	-1.466985e-002
4.366197944083055e-001	-1.705445e-002	-4.042739e-002	-2.803077e-005	-1.468742e-002
4.372026574005808e-001	-1.650294e-002	-4.034671e-002	-2.640459e-005	-1.454046e-002
4.377417471983852e-001	-1.575222e-002	-4.014569e-002	-2.490053e-005	-1.422914e-002
4.381434312612074e-001	-1.503562e-002	-3.988915e-002	-2.377983e-005	-1.386509e-002
4.387937581118809e-001	-1.362868e-002	-3.926718e-002	-2.196542e-005	-1.303975e-002
4.397703206118809e-001	-1.117358e-002	-3.801165e-002	-1.924081e-005	-1.144867e-002
4.400000000000000e-001	-1.053661e-002	-3.765213e-002	-1.860000e-005	-1.100828e-002
4.406808869275152e-001	-9.057936e-003	-3.649858e-002	-1.796677e-005	-1.003025e-002
4.412283381960434e-001	-7.799692e-003	-3.555512e-002	-1.745765e-005	-9.093334e-003
4.419609677611992e-001	-6.083516e-003	-3.419998e-002	-1.677630e-005	-7.682205e-003
4.426898226657391e-001	-4.421611e-003	-3.273249e-002	-1.609847e-005	-6.166013e-003
4.434282939211687e-001	-2.883829e-003	-3.115023e-002	-1.541169e-005	-4.593665e-003
4.442115018021328e-001	-1.495647e-003	-2.944204e-002	-1.468330e-005	-2.982878e-003
4.448629494568802e-001	-5.637177e-004	-2.805006e-002	-1.407746e-005	-1.740114e-003
4.451909470937638e-001	-1.987699e-004	-2.737999e-002	-1.377242e-005	-1.172444e-003
4.454455358214426e-001	1.716981e-005	-2.688834e-002	-1.353565e-005	-7.752170e-004
4.457614894062831e-001	2.183747e-004	-2.631308e-002	-1.324181e-005	-3.298929e-004
4.460566247581625e-001	3.400393e-004	-2.581540e-002	-1.296734e-005	3.511327e-005
4.464467572627499e-001	3.882207e-004	-2.523496e-002	-1.260452e-005	4.235957e-004
4.470787566932375e-001	2.454598e-004	-2.447165e-002	-1.201676e-005	8.504638e-004
4.478330250225545e-001	-2.219857e-004	-2.384459e-002	-1.131529e-005	1.055237e-003
4.486543250548558e-001	-1.039788e-003	-2.352924e-002	-1.055148e-005	9.113376e-004
4.494725223814511e-001	-2.070246e-003	-2.355791e-002	-9.790554e-006	4.525990e-004
4.500386484244027e-001	-2.858326e-003	-2.375316e-002	-9.264057e-006	-1.264464e-005
4.505797263660399e-001	-3.618776e-003	-2.413251e-002	-8.760854e-006	-5.946438e-004
4.511981011564824e-001	-4.398515e-003	-2.467197e-002	-8.185766e-006	-1.305763e-003
4.521746636564824e-001	-5.380255e-003	-2.561025e-002	-7.277563e-006	-2.402551e-003
4.530186834662103e-001	-5.931750e-003	-2.642781e-002	-6.492624e-006	-3.248728e-003
4.534486810243320e-001	-6.053207e-003	-2.681392e-002	-6.092727e-006	-3.601884e-003
4.537127240130495e-001	-6.047282e-003	-2.702217e-002	-5.847166e-006	-3.770711e-003
4.540093035715059e-001	-5.970773e-003	-2.722228e-002	-5.571348e-006	-3.912846e-003
4.543581197342534e-001	-5.801025e-003	-2.741264e-002	-5.246949e-006	-4.021105e-003
4.547283088289411e-001	-5.514832e-003	-2.754555e-002	-4.902673e-006	-4.050826e-003
4.553285681551653e-001	-4.820799e-003	-2.758268e-002	-4.344432e-006	-3.893185e-003
4.562854900669770e-001	-3.312725e-003	-2.726755e-002	-3.454494e-006	-3.238118e-003
4.571443485621941e-001	-1.630450e-003	-2.659971e-002	-2.655756e-006	-2.266289e-003
4.578635104417833e-001	-2.621092e-005	-2.572095e-002	-1.986935e-006	-1.161050e-003
4.585936602268971e-001	1.678575e-003	-2.456787e-002	-1.307896e-006	1.712099e-004
4.593135159011557e-001	3.327666e-003	-2.324422e-002	-6.384302e-007	1.606276e-003
4.600000000000000e-001	4.831225e-003	-2.187872e-002	0.000000e+000	3.024423e-003
4.605073308386870e-001	5.543415e-003	-2.088554e-002	0.000000e+000	3.822403e-003
4.610417107890754e-001	6.139293e-003	-1.993250e-002	0.000000e+000	4.597453e-003
4.615927275807331e-001	6.612507e-003	-1.902359e-002	0.000000e+000	5.327672e-003
4.619044560415737e-001	6.795516e-003	-1.855134e-002	0.000000e+000	5.693553e-003
4.624206404370868e-001	6.925928e-003	-1.785908e-002	0.000000e+000	6.189327e-003
4.627204960828314e-001	6.906140e-003	-1.751282e-002	0.000000e+000	6.409067e-003
4.631088783639570e-001	6.772893e-003	-1.713689e-002	0.000000e+000	6.608169e-003
4.637380972019360e-001	6.331712e-003	-1.670225e-002	0.000000e+000	6.733851e-003
4.645485871743846e-001	5.442987e-003	-1.643505e-002	0.000000e+000	6.582982e-003
4.653279389788673e-001	4.294441e-003	-1.651468e-002	0.000000e+000	6.102793e-003
4.661790697040878e-001	2.807095e-003	-1.698615e-002	0.000000e+000	5.229256e-003
4.671458434905191e-001	1.028507e-003	-1.790526e-002	0.000000e+000	3.936673e-003
4.681224059905191e-001	-6.466574e-004	-1.911571e-002	0.000000e+000	2.473450e-003
4.690989684905191e-001	-2.020371e-003	-2.045828e-002	0.000000e+000	1.018287e-003
4.698186593510200e-001	-2.760767e-003	-2.144548e-002	0.000000e+000	3.794958e-005
4.701581956094153e-001	-2.991209e-003	-2.188441e-002	0.000000e+000	-3.667826e-004
4.704116522357005e-001	-3.093926e-003	-2.218646e-002	0.000000e+000	-6.286749e-004
4.707151959634109e-001	-3.151467e-003	-2.251737e-002	0.000000e+000	-8.997223e-004
4.710393993257693e-001	-3.139857e-003	-2.283131e-002	0.000000e+000	-1.137897e-003
4.714187442170213e-001	-3.017330e-003	-2.313077e-002	0.000000e+000	-1.333351e-003
4.720335901003813e-001	-2.582517e-003	-2.344021e-002	0.000000e+000	-1.448194e-003
4.730101526003813e-001	-1.467158e-003	-2.354665e-002	0.000000e+000	-1.218621e-003
4.739867151003813e-001	2.674368e-005	-2.321630e-002	0.000000e+000	-5.582436e-004
4.747211005379452e-001	1.338854e-003	-2.264764e-002	0.000000e+000	2.239441e-004
4.754671625997501e-001	2.727854e-003	-2.181213e-002	0.000000e+000	1.218594e-003
4.762402666113702e-001	4.097958e-003	-2.076812e-002	0.000000e+000	2.353784e-003
4.769606959828845e-001	5.209359e-003	-1.970112e-002	0.000000e+000	3.425481e-003
4.777015281869593e-001	6.115750e-003	-1.858200e-002	0.000000e+000	4.467755e-003
4.782567767205421e-001	6.610554e-003	-1.776883e-002	0.000000e+000	5.172147e-003
4.785691760271408e-001	6.794664e-003	-1.733777e-002	0.000000e+000	5.519981e-003
4.790864564072279e-001	6.925771e-003	-1.669527e-002	0.000000e+000	5.991367e-003
4.793868463195951e-001	6.906155e-003	-1.637126e-002	0.000000e+000	6.200482e-003
4.797750304674661e-001	6.773161e-003	-1.601881e-002	0.000000e+000	6.389864e-003
4.804039344689068e-001	6.335165e-003	-1.560721e-002	0.000000e+000	6.513119e-003
4.811853639211667e-001	5.483085e-003	-1.535896e-002	0.000000e+000	6.382087e-003
4.819820644193554e-001	4.312427e-003	-1.543069e-002	0.000000e+000	5.923050e-003
4.828495174170941e-001	2.800158e-003	-1.587372e-002	0.000000e+000	5.090228e-003
4.837408930239543e-001	1.158321e-003	-1.666336e-002	0.000000e+000	3.970569e-003
4.847174555239543e-001	-5.327831e-004	-1.779927e-002	0.000000e+000	2.586840e-003
4.856940180239543e-001	-1.931434e-003	-1.906503e-002	0.000000e+000	1.204263e-003
4.864567069983967e-001	-2.736897e-003	-2.005790e-002	0.000000e+000	2.120609e-004
4.868037545109122e-001	-2.980121e-003	-2.048478e-002	0.000000e+000	-1.836043e-004
4.870624173778690e-001	-3.088782e-003	-2.077827e-002	0.000000e+000	-4.390812e-004
4.873625139061090e-001	-3.149065e-003	-2.108969e-002	0.000000e+000	-6.952037e-004
4.876988602935298e-001	-3.140278e-003	-2.139997e-002	0.000000e+000	-9.317624e-004
4.880736908936564e-001	-3.022974e-003	-2.168274e-002	0.000000e+000	-1.117950e-003
4.886813479588784e-001	-2.599561e-003	-2.197783e-002	0.000000e+000	-1.231782e-003
4.896493158022250e-001	-1.505054e-003	-2.208954e-002	0.000000e+000	-1.028666e-003
4.906258783022250e-001	-2.032707e-005	-2.178993e-002	0.000000e+000	-4.159506e-004
4.913638529709860e-001	1.294532e-003	-2.125774e-002	0.000000e+000	3.205769e-004
4.921176309389018e-001	2.700557e-003	-2.046868e-002	0.000000e+000	1.265173e-003
4.928136558101028e-001	3.940623e-003	-1.958654e-002	0.000000e+000	2.228955e-003
4.935850885269657e-001	5.150143e-003	-1.850854e-002	0.000000e+000	3.318778e-003
4.942868054692301e-001	6.028407e-003	-1.750576e-002	0.000000e+000	4.258944e-003
4.949111668953500e-001	6.598770e-003	-1.663737e-002	0.000000e+000	5.015050e-003
4.952267169945540e-001	6.790656e-003	-1.622352e-002	0.000000e+000	5.350683e-003
4.957505909646319e-001	6.925049e-003	-1.560662e-002	0.000000e+000	5.803856e-003
4.960525710976578e-001	6.906218e-003	-1.529763e-002	0.000000e+000	6.003711e-003
4.964401654683554e-001	6.773931e-003	-1.496384e-002	0.000000e+000	6.183511e-003
4.970681322325630e-001	6.333522e-003	-1.457683e-002	0.000000e+000	6.297837e-003
4.978905547853986e-001	5.427988e-003	-1.433725e-002	0.000000e+000	6.159255e-003
4.986964981407158e-001	4.234327e-003	-1.441736e-002	0.000000e+000	5.708931e-003
4.995555644110222e-001	2.729221e-003	-1.484282e-002	0.000000e+000	4.919205e-003
5.003864473596359e-001	1.196450e-003	-1.554320e-002	0.000000e+000	3.928215e-003
5.013630098596359e-001	-4.988679e-004	-1.661802e-002	0.000000e+000	2.617068e-003
5.023395723596359e-001	-1.904725e-003	-1.781404e-002	0.000000e+000	1.307259e-003
5.031148670168256e-001	-2.729689e-003	-1.876973e-002	0.000000e+000	3.503951e-004
5.034641557181648e-001	-2.976768e-003	-1.917686e-002	0.000000e+000	-2.752970e-005
5.037243672383066e-001	-3.087223e-003	-1.945667e-002	0.000000e+000	-2.713947e-004
5.040234466552773e-001	-3.148303e-003	-1.975079e-002	0.000000e+000	-5.136093e-004
5.043633907265793e-001	-3.140402e-003	-2.004805e-002	0.000000e+000	-7.406261e-004
5.047368828213084e-001	-3.024627e-003	-2.031537e-002	0.000000e+000	-9.171674e-004
5.053424071997473e-001	-2.604631e-003	-2.059518e-002	0.000000e+000	-1.026394e-003
5.063071938613083e-001	-1.517154e-003	-2.070386e-002	0.000000e+000	-8.383101e-004
5.072837563613083e-001	-3.511082e-005	-2.042358e-002	0.000000e+000	-2.616408e-004
5.080266900834864e-001	1.287337e-003	-1.992221e-002	0.000000e+000	4.353584e-004
5.087253463745910e-001	2.591629e-003	-1.923695e-002	0.000000e+000	1.258911e-003
5.094290981298343e-001	3.856587e-003	-1.840041e-002	0.000000e+000	2.178676e-003
5.101362820452838e-001	4.987718e-003	-1.747108e-002	0.000000e+000	3.126197e-003
5.108512938363261e-001	5.896753e-003	-1.650703e-002	0.000000e+000	4.034993e-003
5.116680503219149e-001	6.648389e-003	-1.543492e-002	0.000000e+000	4.971005e-003
5.119606131751080e-001	6.818909e-003	-1.507514e-002	0.000000e+000	5.260875e-003
5.122393503378234e-001	6.900474e-003	-1.475981e-002	0.000000e+000	5.494767e-003
5.125429622055399e-001	6.927026e-003	-1.444355e-002	0.000000e+000	5.713088e-003
5.128199549752303e-001	6.886398e-003	-1.418739e-002	0.000000e+000	5.871301e-003
5.132705014889268e-001	6.684264e-003	-1.384910e-002	0.000000e+000	6.034768e-003
5.139648463452876e-001	6.118563e-003	-1.350006e-002	0.000000e+000	6.092275e-003
5.147726065033389e-001	5.137428e-003	-1.335776e-002	0.000000e+000	5.880527e-003
5.155936602032198e-001	3.848412e-003	-1.352006e-002	0.000000e+000	5.365635e-003
5.164367889013081e-001	2.334372e-003	-1.399193e-002	0.000000e+000	4.567700e-003
5.172707660695407e-001	8.000077e-004	-1.471573e-002	0.000000e+000	3.586339e-003
5.182473285695407e-001	-8.407887e-004	-1.577124e-002	0.000000e+000	2.333895e-003
5.192238910695407e-001	-2.169186e-003	-1.691311e-002	0.000000e+000	1.109389e-003
5.198677791572350e-001	-2.800437e-003	-1.765718e-002	0.000000e+000	3.778117e-004
5.201945246961556e-001	-3.008896e-003	-1.801145e-002	0.000000e+000	5.397610e-005
5.204499898996808e-001	-3.104570e-003	-1.826629e-002	0.000000e+000	-1.655143e-004
5.207670013658888e-001	-3.156435e-003	-1.855548e-002	0.000000e+000	-4.008642e-004
5.210586746266523e-001	-3.138649e-003	-1.879120e-002	0.000000e+000	-5.782269e-004
5.214500904989874e-001	-3.001744e-003	-1.904725e-002	0.000000e+000	-7.426654e-004
5.220841282090714e-001	-2.537943e-003	-1.930733e-002	0.000000e+000	-8.320777e-004
5.230606907090714e-001	-1.398735e-003	-1.937735e-002	0.000000e+000	-6.170727e-004
5.240372532090714e-001	1.146041e-004	-1.907431e-002	0.000000e+000	-3.612662e-005
5.247817107232341e-001	1.451883e-003	-1.857230e-002	0.000000e+000	6.465482e-004
5.254806568485226e-001	2.755548e-003	-1.790375e-002	0.000000e+000	1.439432e-003
5.261865296815916e-001	4.011371e-003	-1.709615e-002	0.000000e+000	2.318035e-003
5.268939299197480e-001	5.118788e-003	-1.621033e-002	0.000000e+000	3.212257e-003
5.276102461653796e-001	5.998109e-003	-1.529787e-002	0.000000e+000	4.063748e-003
5.284016803887515e-001	6.689898e-003	-1.432264e-002	0.000000e+000	4.906016e-003
5.286774192477853e-001	6.838044e-003	-1.400597e-002	0.000000e+000	5.158036e-003
5.289665161113228e-001	6.906711e-003	-1.370338e-002	0.000000e+000	5.378352e-003
5.293421551149542e-001	6.908707e-003	-1.334801e-002	0.000000e+000	5.615074e-003
5.297023373431350e-001	6.807734e-003	-1.305894e-002	0.000000e+000	5.778245e-003
5.302866261924687e-001	6.442066e-003	-1.270739e-002	0.000000e+000	5.905863e-003
5.309833216612682e-001	5.741176e-003	-1.247264e-002	0.000000e+000	5.856173e-003
5.317772938712950e-001	4.640930e-003	-1.246239e-002	0.000000e+000	5.536430e-003
5.325819642292892e-001	3.286611e-003	-1.273065e-002	0.000000e+000	4.951299e-003
5.334525218427705e-001	1.686060e-003	-1.330200e-002	0.000000e+000	4.083625e-003
5.343090586647059e-001	1.423942e-004	-1.408480e-002	0.000000e+000	3.082534e-003
5.352856211647059e-001	-1.381038e-003	-1.512868e-002	0.000000e+000	1.897357e-003
5.362621836647059e-001	-2.561433e-003	-1.621196e-002	0.000000e+000	7.766973e-004
5.366760690327974e-001	-2.905247e-003	-1.665353e-002	0.000000e+000	3.562816e-004
5.369666069142879e-001	-3.054111e-003	-1.694104e-002	0.000000e+000	1.011327e-004
5.372465652105222e-001	-3.134345e-003	-1.719581e-002	0.000000e+000	-1.131877e-004
5.375557723668804e-001	-3.158792e-003	-1.745122e-002	0.000000e+000	-3.153181e-004
5.378408125965988e-001	-3.113202e-003	-1.765519e-002	0.000000e+000	-4.619748e-004
5.383043627865226e-001	-2.893145e-003	-1.790864e-002	0.000000e+000	-6.071749e-004
5.390520489117768e-001	-2.240611e-003	-1.812598e-002	0.000000e+000	-6.272935e-004
5.400286114117768e-001	-9.669191e-004	-1.807456e-002	0.000000e+000	-3.052416e-004
5.410051739117768e-001	6.472762e-004	-1.766389e-002	0.000000e+000	3.580081e-004
5.417455362358599e-001	2.007612e-003	-1.711062e-002	0.000000e+000	1.064781e-003
5.424430418184506e-001	3.294802e-003	-1.642167e-002	0.000000e+000	1.849904e-003
5.431443183936526e-001	4.490803e-003	-1.562615e-002	0.000000e+000	2.687490e-003
5.438507721274269e-001	5.511556e-003	-1.477603e-002	0.000000e+000	3.519129e-003
5.445633772991542e-001	6.305521e-003	-1.392025e-002	0.000000e+000	4.296771e-003
5.450733355513273e-001	6.705424e-003	-1.333395e-002	0.000000e+000	4.791887e-003
5.453478287611282e-001	6.839402e-003	-1.303941e-002	0.000000e+000	5.023026e-003
5.456377117748241e-001	6.907488e-003	-1.275357e-002	0.000000e+000	5.231058e-003
5.460105130410208e-001	6.908623e-003	-1.242128e-002	0.000000e+000	5.452137e-003
5.463717555716869e-001	6.806500e-003	-1.214827e-002	0.000000e+000	5.605781e-003
5.469577379655519e-001	6.438457e-003	-1.181668e-002	0.000000e+000	5.724939e-003
5.476546930005162e-001	5.731983e-003	-1.160016e-002	0.000000e+000	5.672144e-003
5.484906945158016e-001	4.563897e-003	-1.160115e-002	0.000000e+000	5.342700e-003
5.493032011197789e-001	3.189230e-003	-1.186922e-002	0.000000e+000	4.773475e-003
5.501445030904487e-001	1.638314e-003	-1.240092e-002	0.000000e+000	3.972999e-003
5.509559875211633e-001	1.745293e-004	-1.310589e-002	0.000000e+000	3.073426e-003
5.519325500211633e-001	-1.353857e-003	-1.409332e-002	0.000000e+000	1.951241e-003
5.529091125211633e-001	-2.542594e-003	-1.511735e-002	0.000000e+000	8.900215e-004
5.533353347687789e-001	-2.900133e-003	-1.554758e-002	0.000000e+000	4.799714e-004
5.536277415110391e-001	-3.051915e-003	-1.582130e-002	0.000000e+000	2.368762e-004
5.539065725603195e-001	-3.133380e-003	-1.606131e-002	0.000000e+000	3.484358e-005
5.542106153148124e-001	-3.159775e-003	-1.629917e-002	0.000000e+000	-1.537174e-004
5.544882278014989e-001	-3.118775e-003	-1.648805e-002	0.000000e+000	-2.901619e-004
5.549397761257137e-001	-2.913031e-003	-1.672526e-002	0.000000e+000	-4.284447e-004
5.556686870416293e-001	-2.295030e-003	-1.693609e-002	0.000000e+000	-4.585075e-004
5.566310486657760e-001	-1.063973e-003	-1.690664e-002	0.000000e+000	-1.768561e-004
5.576076111657760e-001	5.324112e-004	-1.653819e-002	0.000000e+000	4.323762e-004
5.583570554113282e-001	1.904445e-003	-1.602182e-002	0.000000e+000	1.098402e-003
