time	V(amp_out)	V(bp_out)	V(ecg)	V(rb_out)
5.590563853390327e-001	3.198377e-003	-1.537727e-002	0.000000e+000	1.837201e-003
5.597638352179298e-001	4.414726e-003	-1.462325e-002	0.000000e+000	2.634649e-003
5.604717564033142e-001	5.452037e-003	-1.381922e-002	0.000000e+000	3.424427e-003
5.611882551369555e-001	6.260475e-003	-1.300588e-002	0.000000e+000	4.165234e-003
5.617646074606014e-001	6.716196e-003	-1.237966e-002	0.000000e+000	4.694347e-003
5.620329716312350e-001	6.845967e-003	-1.210833e-002	0.000000e+000	4.906700e-003
5.623267603762084e-001	6.911128e-003	-1.183621e-002	0.000000e+000	5.103459e-003
5.626855326779108e-001	6.908190e-003	-1.153612e-002	0.000000e+000	5.301616e-003
5.630520112707490e-001	6.800316e-003	-1.127698e-002	0.000000e+000	5.445624e-003
5.636463521709231e-001	6.420399e-003	-1.096404e-002	0.000000e+000	5.554106e-003
5.643450312655023e-001	5.708432e-003	-1.076223e-002	0.000000e+000	5.500231e-003
5.651268596280125e-001	4.615345e-003	-1.076472e-002	0.000000e+000	5.207178e-003
5.659553997650355e-001	3.215855e-003	-1.101797e-002	0.000000e+000	4.662190e-003
5.667354703352276e-001	1.780103e-003	-1.147446e-002	0.000000e+000	3.967660e-003
5.675622877070220e-001	2.805714e-004	-1.214574e-002	0.000000e+000	3.104503e-003
5.685388502070220e-001	-1.269636e-003	-1.307340e-002	0.000000e+000	2.042538e-003
5.695154127070220e-001	-2.483550e-003	-1.404185e-002	0.000000e+000	1.033741e-003
5.699793028335567e-001	-2.884200e-003	-1.448610e-002	0.000000e+000	6.085245e-004
5.702774567764511e-001	-3.045057e-003	-1.475106e-002	0.000000e+000	3.723472e-004
5.705528595459765e-001	-3.131860e-003	-1.497682e-002	0.000000e+000	1.813724e-004
5.708077342275050e-001	-3.162570e-003	-1.516810e-002	0.000000e+000	2.826474e-005
5.710738183703986e-001	-3.137613e-003	-1.534491e-002	0.000000e+000	-1.024412e-004
5.714747126678953e-001	-2.988983e-003	-1.556016e-002	0.000000e+000	-2.375652e-004
5.721237878793672e-001	-2.511670e-003	-1.578069e-002	0.000000e+000	-3.102099e-004
5.729951160685374e-001	-1.501233e-003	-1.583384e-002	0.000000e+000	-1.485204e-004
5.739716785685374e-001	1.315358e-005	-1.556597e-002	0.000000e+000	3.533475e-004
5.749482410685374e-001	1.767229e-003	-1.498675e-002	0.000000e+000	1.128310e-003
5.756823059099863e-001	3.122170e-003	-1.436718e-002	0.000000e+000	1.846524e-003
5.764283603476471e-001	4.403878e-003	-1.361734e-002	0.000000e+000	2.638610e-003
5.772042129169468e-001	5.530733e-003	-1.278500e-002	0.000000e+000	3.452685e-003
5.779219598268326e-001	6.323386e-003	-1.201754e-002	0.000000e+000	4.146649e-003
5.784630275451850e-001	6.734917e-003	-1.146596e-002	0.000000e+000	4.608213e-003
5.787235180805563e-001	6.854107e-003	-1.121956e-002	0.000000e+000	4.799156e-003
5.790224146558882e-001	6.915335e-003	-1.096052e-002	0.000000e+000	4.984794e-003
5.793630061997902e-001	6.907599e-003	-1.069432e-002	0.000000e+000	5.158724e-003
5.797362573520477e-001	6.792106e-003	-1.044873e-002	0.000000e+000	5.292758e-003
5.803413977720022e-001	6.396594e-003	-1.015455e-002	0.000000e+000	5.389389e-003
5.810422853299645e-001	5.675035e-003	-9.970049e-003	0.000000e+000	5.331054e-003
5.817831472686083e-001	4.638663e-003	-9.973566e-003	0.000000e+000	5.067238e-003
5.825551947646389e-001	3.338322e-003	-1.019167e-002	0.000000e+000	4.591451e-003
5.833417726126504e-001	1.892575e-003	-1.061711e-002	0.000000e+000	3.936504e-003
5.841721841253134e-001	3.766903e-004	-1.124307e-002	0.000000e+000	3.123078e-003
5.850886146349283e-001	-1.107314e-003	-1.205934e-002	0.000000e+000	2.180019e-003
5.860651771349283e-001	-2.363199e-003	-1.297464e-002	0.000000e+000	1.217968e-003
5.866016804706720e-001	-2.852008e-003	-1.346296e-002	0.000000e+000	7.461350e-004
5.869111168990457e-001	-3.031205e-003	-1.372497e-002	0.000000e+000	5.107145e-004
5.871787667987326e-001	-3.122979e-003	-1.393381e-002	0.000000e+000	3.330243e-004
5.874353546472865e-001	-3.159735e-003	-1.411697e-002	0.000000e+000	1.855965e-004
5.877259684997302e-001	-3.138608e-003	-1.430082e-002	0.000000e+000	4.874696e-005
5.881177770323591e-001	-3.001232e-003	-1.450174e-002	0.000000e+000	-7.883304e-005
5.887524382716498e-001	-2.553197e-003	-1.471404e-002	0.000000e+000	-1.555928e-004
5.895482812751290e-001	-1.709439e-003	-1.481772e-002	0.000000e+000	-7.500702e-005
5.900220021266089e-001	-1.069937e-003	-1.479301e-002	2.025736e-008	6.738459e-005
5.901632278586466e-001	-7.799449e-004	-1.474845e-002	1.502839e-007	1.996776e-004
5.903044535906843e-001	-4.832871e-004	-1.468911e-002	2.803104e-007	3.393538e-004
5.904456793227220e-001	-1.799636e-004	-1.461497e-002	4.103370e-007	4.864131e-004
5.905869050547595e-001	1.300254e-004	-1.452605e-002	5.403635e-007	6.408556e-004
5.907281307867972e-001	4.466800e-004	-1.442233e-002	6.703900e-007	8.026811e-004
5.908693565188349e-001	7.700001e-004	-1.430383e-002	8.004166e-007	9.718899e-004
5.910105822508726e-001	1.099986e-003	-1.417053e-002	9.304431e-007	1.148482e-003
5.917672272395224e-001	2.864826e-003	-1.337560e-002	1.627086e-006	2.142475e-003
5.925048357001107e-001	4.562530e-003	-1.244139e-002	2.306202e-006	3.191319e-003
5.932549601887703e-001	6.171324e-003	-1.138025e-002	2.996842e-006	4.296238e-003
5.939705999825029e-001	7.502737e-003	-1.032604e-002	3.655731e-006	5.331062e-003
5.946929611460483e-001	8.597397e-003	-9.269150e-003	4.320809e-006	6.315104e-003
5.951629753840964e-001	9.153931e-003	-8.605490e-003	4.753551e-006	6.904615e-003
5.957195840984889e-001	9.577164e-003	-7.880755e-003	5.266021e-006	7.509844e-003
5.960410329479611e-001	9.714672e-003	-7.498735e-003	5.561979e-006	7.811392e-003
5.964214011540209e-001	9.768123e-003	-7.091749e-003	5.912184e-006	8.113387e-003
5.970378757664907e-001	9.641921e-003	-6.533975e-003	6.479772e-006	8.485604e-003
5.977532912322096e-001	9.224451e-003	-6.040483e-003	7.138455e-006	8.751201e-003
5.984958169552186e-001	8.517776e-003	-5.718722e-003	7.822098e-006	8.834651e-003
5.992672477733669e-001	7.568934e-003	-5.584603e-003	8.532355e-006	8.735522e-003
6.000790717391128e-001	6.446550e-003	-5.610349e-003	9.281272e-006	8.489621e-003
6.005535021737897e-001	5.782823e-003	-5.738061e-003	9.726905e-006	8.269508e-003
6.011860760866922e-001	4.984974e-003	-5.967268e-003	1.032108e-005	7.948766e-003
6.021626385866922e-001	4.020086e-003	-6.372496e-003	1.123837e-005	7.472306e-003
6.031392010866922e-001	3.405380e-003	-6.781047e-003	1.215565e-005	7.070855e-003
6.034820891331959e-001	3.319874e-003	-6.908135e-003	1.247773e-005	6.970401e-003
6.037378720062504e-001	3.336052e-003	-6.985165e-003	1.271798e-005	6.924912e-003
6.040398701739136e-001	3.420767e-003	-7.055975e-003	1.300165e-005	6.898471e-003
6.043695084236159e-001	3.587771e-003	-7.107313e-003	1.331128e-005	6.902998e-003
6.047468334827965e-001	3.887234e-003	-7.122882e-003	1.366570e-005	6.960997e-003
6.053584636273267e-001	4.582901e-003	-7.051220e-003	1.424021e-005	7.167428e-003
6.060608448462191e-001	5.666021e-003	-6.809581e-003	1.489995e-005	7.577545e-003
6.070374073462191e-001	7.563217e-003	-6.196958e-003	1.581724e-005	8.426460e-003
6.080139698462191e-001	9.730979e-003	-5.311035e-003	1.673452e-005	9.522938e-003
6.087576608856332e-001	1.146419e-002	-4.458627e-003	1.743307e-005	1.049747e-002
6.094573358817743e-001	1.306024e-002	-3.545788e-003	1.809028e-005	1.148403e-002
6.100704910394755e-001	1.441014e-002	-2.692410e-003	1.873111e-005	1.239727e-002
6.102114731184267e-001	1.474661e-002	-2.477912e-003	1.899334e-005	1.266202e-002
6.104934372763291e-001	1.539061e-002	-2.025545e-003	1.951779e-005	1.318865e-002
6.109456390361665e-001	1.632726e-002	-1.263779e-003	2.035889e-005	1.400864e-002
6.115995569379755e-001	1.750388e-002	-1.360343e-004	2.157518e-005	1.514048e-002
6.120038889824945e-001	1.811186e-002	5.567350e-004	2.232723e-005	1.579851e-002
6.122939659355836e-001	1.846133e-002	1.038671e-003	2.286678e-005	1.623682e-002
6.126732908263632e-001	1.882153e-002	1.641637e-003	2.357232e-005	1.676853e-002
6.130320952309826e-001	1.905966e-002	2.175040e-003	2.423970e-005	1.722313e-002
6.136141829108381e-001	1.923753e-002	2.949861e-003	2.532238e-005	1.785256e-002
6.143914749796473e-001	1.917773e-002	3.828423e-003	2.676814e-005	1.852137e-002
6.151246843188393e-001	1.884546e-002	4.477794e-003	2.813191e-005	1.897038e-002
6.159038633081545e-001	1.826279e-002	4.968170e-003	2.958119e-005	1.926202e-002
6.167003675931758e-001	1.754730e-002	5.285097e-003	3.106268e-005	1.940838e-002
6.175294035717736e-001	1.680800e-002	5.460701e-003	3.260469e-005	1.945631e-002
6.183075789069488e-001	1.626497e-002	5.532398e-003	3.405210e-005	1.946897e-002
6.192841414069488e-001	1.591128e-002	5.582515e-003	3.586850e-005	1.952603e-002
6.200976562500000e-001	1.588455e-002	5.637950e-003	3.729082e-005	1.960981e-002
6.206370029439448e-001	1.597580e-002	5.654932e-003	3.779241e-005	1.955908e-002
6.210102483667543e-001	1.614651e-002	5.658326e-003	3.813953e-005	1.956883e-002
6.213713249679640e-001	1.641833e-002	5.675950e-003	3.847533e-005	1.962743e-002
6.219570423555952e-001	1.706199e-002	5.763617e-003	3.902005e-005	1.982489e-002
6.226588218016131e-001	1.810597e-002	5.988996e-003	3.967270e-005	2.021631e-002
6.235153644856590e-001	1.972109e-002	6.469700e-003	4.046929e-005	2.091835e-002
6.244919269856590e-001	2.185231e-002	7.268040e-003	4.137749e-005	2.195636e-002
6.252847143098285e-001	2.369083e-002	8.095907e-003	4.211479e-005	2.294473e-002
6.259926368077694e-001	2.530901e-002	8.952464e-003	4.277315e-005	2.390302e-002
6.267108554310430e-001	2.682057e-002	9.886230e-003	4.344109e-005	2.489467e-002
6.274230308148635e-001	2.810585e-002	1.082999e-002	4.410342e-005	2.584836e-002
6.281434575575714e-001	2.916435e-002	1.176819e-002	4.477342e-005	2.675382e-002
6.287469891693422e-001	2.978958e-002	1.250638e-002	4.533470e-005	2.742760e-002
6.293736410205232e-001	3.012966e-002	1.318601e-002	4.591748e-005	2.800785e-002
6.295950676403851e-001	3.018096e-002	1.339760e-002	4.610056e-005	2.817869e-002
6.298164942602469e-001	3.021947e-002	1.360480e-002	4.633215e-005	2.835466e-002
6.300379208801088e-001	3.024520e-002	1.380761e-002	4.661227e-005	2.853576e-002
6.302593474999706e-001	3.025815e-002	1.400603e-002	4.694091e-005	2.872199e-002
6.304807741198325e-001	3.025831e-002	1.420007e-002	4.731806e-005	2.891335e-002
6.307022007396943e-001	3.024569e-002	1.438972e-002	4.774374e-005	2.910984e-002
6.309236273595562e-001	3.022028e-002	1.457497e-002	4.821795e-005	2.931145e-002
6.316248571621327e-001	2.992168e-002	1.511008e-002	4.952223e-005	2.975957e-002
6.324235349230293e-001	2.936010e-002	1.558709e-002	5.100777e-005	3.010087e-002
6.332495061191462e-001	2.863204e-002	1.591847e-002	5.254408e-005	3.029755e-002
6.340173886041957e-001	2.793685e-002	1.609097e-002	5.397234e-005	3.037951e-002
6.348233789378572e-001	2.732875e-002	1.617335e-002	5.547149e-005	3.042110e-002
6.357171832371349e-001	2.692286e-002	1.622058e-002	5.713396e-005	3.049106e-002
6.364660034620290e-001	2.685076e-002	1.626905e-002	5.852677e-005	3.061083e-002
6.370675772463991e-001	2.707102e-002	1.635388e-002	5.964569e-005	3.079440e-002
6.377011977926375e-001	2.761752e-002	1.652861e-002	6.082423e-005	3.110692e-002
6.386874828358932e-001	2.906754e-002	1.702617e-002	6.265872e-005	3.186623e-002
6.393936794422437e-001	3.045290e-002	1.754603e-002	6.397224e-005	3.259159e-002
6.402412880234770e-001	3.242550e-002	1.834974e-002	6.554880e-005	3.364513e-002
6.405630053881131e-001	3.328076e-002	1.873546e-002	6.614719e-005	3.412214e-002
6.412064401173850e-001	3.505598e-002	1.959035e-002	6.734398e-005	3.514851e-002
6.419440141460375e-001	3.712771e-002	2.067901e-002	6.871587e-005	3.640842e-002
6.426647775511429e-001	3.911333e-002	2.183973e-002	7.005649e-005	3.769925e-002
6.433973434096296e-001	4.099623e-002	2.308150e-002	7.141906e-005	3.902834e-002
6.441153055189096e-001	4.262222e-002	2.431493e-002	7.275447e-005	4.030072e-002
6.448387769151261e-001	4.401623e-002	2.554048e-002	7.410013e-005	4.152453e-002
6.454232588520971e-001	4.488830e-002	2.648460e-002	7.518726e-005	4.243347e-002
6.460449099963760e-001	4.551526e-002	2.740639e-002	7.634353e-005	4.328841e-002
6.470480450715910e-001	4.591365e-002	2.866245e-002	7.820936e-005	4.439402e-002
6.477626048766249e-001	4.583213e-002	2.938233e-002	7.953845e-005	4.499188e-002
6.485107200314886e-001	4.547035e-002	2.996730e-002	8.092994e-005	4.544950e-002
6.493016636072559e-001	4.486958e-002	3.040863e-002	8.240109e-005	4.577111e-002
6.500808080892803e-001	4.416017e-002	3.070549e-002	8.385030e-005	4.597303e-002
6.505656566249619e-001	4.370846e-002	3.079231e-002	8.475212e-005	4.603169e-002
6.512121213392040e-001	4.318130e-002	3.085798e-002	8.595455e-005	4.608723e-002
6.519333554247302e-001	4.276804e-002	3.089880e-002	8.729604e-005	4.615951e-002
6.529099179247302e-001	4.252475e-002	3.094565e-002	8.911245e-005	4.631279e-002
6.533356369508984e-001	4.256833e-002	3.098084e-002	8.990429e-005	4.641978e-002
6.539068443238689e-001	4.287272e-002	3.107591e-002	9.096673e-005	4.664304e-002
6.544890134878333e-001	4.343536e-002	3.124509e-002	9.204957e-005	4.696613e-002
6.556707304537329e-001	4.534773e-002	3.188304e-002	9.424756e-005	4.796986e-002
6.563829704895838e-001	4.688025e-002	3.245607e-002	9.557232e-005	4.877735e-002
6.572446988293001e-001	4.904783e-002	3.335899e-002	9.717514e-005	4.995949e-002
6.582212613293001e-001	5.172082e-002	3.460220e-002	9.899154e-005	5.149166e-002
6.589700239467258e-001	5.380837e-002	3.569410e-002	1.003842e-004	5.276753e-002
6.597381426683536e-001	5.589503e-002	3.690293e-002	1.018129e-004	5.412644e-002
6.602139996657589e-001	5.709456e-002	3.768121e-002	1.026980e-004	5.497122e-002
6.604993325534373e-001	5.774145e-002	3.815039e-002	1.032288e-004	5.546680e-002
6.610586568956703e-001	5.888513e-002	3.905849e-002	1.042691e-004	5.640945e-002
6.616589487411603e-001	5.995323e-002	4.001093e-002	1.053856e-004	5.737785e-002
6.622311712294488e-001	6.073802e-002	4.087163e-002	1.064500e-004	5.822678e-002
6.627963068256314e-001	6.126336e-002	4.165264e-002	1.075011e-004	5.897389e-002
6.639362662462042e-001	6.159680e-002	4.295561e-002	1.096215e-004	6.016316e-002
6.646568811512296e-001	6.142212e-002	4.359186e-002	1.109618e-004	6.071592e-002
6.655459951814408e-001	6.088451e-002	4.417180e-002	1.126155e-004	6.119897e-002
6.663425894082705e-001	6.021754e-002	4.451528e-002	1.140972e-004	6.147908e-002
6.671588944295823e-001	5.947083e-002	4.471282e-002	1.156155e-004	6.165072e-002
6.679643251557033e-001	5.881222e-002	4.480452e-002	1.171136e-004	6.176507e-002
6.687308459294884e-001	5.839674e-002	4.484417e-002	1.185394e-004	6.188063e-002
6.696759721799204e-001	5.820052e-002	4.488908e-002	1.202973e-004	6.207847e-002
6.700954337430125e-001	5.830890e-002	4.493127e-002	1.211663e-004	6.224661e-002
6.710218282472122e-001	5.944409e-002	4.533736e-002	1.237509e-004	6.314342e-002
6.719874662151217e-001	6.130306e-002	4.614810e-002	1.264450e-004	6.435072e-002
6.727082259254315e-001	6.305790e-002	4.694388e-002	1.284560e-004	6.542543e-002
6.734422415073744e-001	6.512427e-002	4.791937e-002	1.305039e-004	6.667589e-002
6.743318361363208e-001	6.789016e-002	4.930075e-002	1.329858e-004	6.837204e-002
6.751726060671387e-001	7.062633e-002	5.076831e-002	1.353316e-004	7.010683e-002
6.758976120902517e-001	7.297489e-002	5.214073e-002	1.373543e-004	7.167395e-002
6.766363534650807e-001	7.524145e-002	5.360250e-002	1.394154e-004	7.329356e-002
6.773969190131202e-001	7.734822e-002	5.512631e-002	1.415374e-004	7.493641e-002
6.781232552340694e-001	7.911379e-002	5.656750e-002	1.435639e-004	7.645404e-002
6.787290183455456e-001	8.031882e-002	5.772685e-002	1.452540e-004	7.764545e-002
6.793654972016363e-001	8.126868e-002	5.886733e-002	1.470297e-004	7.879265e-002
6.795863463215348e-001	8.151588e-002	5.922393e-002	1.475969e-004	7.914600e-002
6.798071954414333e-001	8.177430e-002	5.959118e-002	1.482611e-004	7.953139e-002
6.800280445613318e-001	8.204393e-002	5.996907e-002	1.490224e-004	7.994881e-002
6.802488936812304e-001	8.232478e-002	6.035760e-002	1.498808e-004	8.039827e-002
6.804697428011289e-001	8.261683e-002	6.075678e-002	1.508362e-004	8.087976e-002
6.806905919210274e-001	8.292011e-002	6.116660e-002	1.518887e-004	8.139329e-002
6.809114410409259e-001	8.323459e-002	6.158707e-002	1.530382e-004	8.193886e-002
6.817544832878707e-001	8.403285e-002	6.319080e-002	1.569583e-004	8.367354e-002
6.827123292124030e-001	8.467200e-002	6.492371e-002	1.614123e-004	8.545991e-002
6.834855112399256e-001	8.506794e-002	6.620584e-002	1.650076e-004	8.677652e-002
6.842767688356499e-001	8.548497e-002	6.740911e-002	1.686870e-004	8.804632e-002
6.850069822337794e-001	8.599871e-002	6.845836e-002	1.720825e-004	8.919914e-002
6.857468353326518e-001	8.674682e-002	6.950027e-002	1.755228e-004	9.039380e-002
6.865005507522021e-001	8.776601e-002	7.057400e-002	1.790276e-004	9.166554e-002
6.870867984626583e-001	8.881869e-002	7.144763e-002	1.817536e-004	9.272760e-002
6.877099110146426e-001	9.024142e-002	7.244679e-002	1.846511e-004	9.395699e-002
6.887103431360665e-001	9.313633e-002	7.424808e-002	1.893031e-004	9.617278e-002
6.894220874084007e-001	9.554426e-002	7.567027e-002	1.926127e-004	9.790751e-002
6.902205989654716e-001	9.843256e-002	7.738940e-002	1.961206e-004	9.990101e-002
6.905147309194339e-001	9.948780e-002	7.803307e-002	1.972148e-004	1.005912e-001
6.911029948273585e-001	1.016576e-001	7.932004e-002	1.994031e-004	1.020271e-001
6.918283977850770e-001	1.043769e-001	8.093591e-002	2.021016e-004	1.038700e-001
6.925559353889997e-001	1.070774e-001	8.260401e-002	2.048081e-004	1.057744e-001
6.932956022425765e-001	1.096980e-001	8.434100e-002	2.075596e-004	1.077310e-001
6.940414876812197e-001	1.121113e-001	8.610341e-002	2.103343e-004	1.096789e-001
6.948515874420815e-001	1.144516e-001	8.799836e-002	2.133479e-004	1.117371e-001
6.954350615449180e-001	1.158700e-001	8.931953e-002	2.155184e-004	1.131460e-001
6.960518027903272e-001	1.170691e-001	9.064241e-002	2.178127e-004	1.145376e-001
6.970661182112655e-001	1.184163e-001	9.260812e-002	2.215860e-004	1.165820e-001
6.977894227841741e-001	1.189893e-001	9.384193e-002	2.242766e-004	1.178604e-001
6.987332492889335e-001	1.193707e-001	9.524550e-002	2.277877e-004	1.193270e-001
6.996017101090351e-001	1.194948e-001	9.636709e-002	2.310184e-004	1.205262e-001
7.000937798697982e-001	1.194180e-001	9.691384e-002	2.326744e-004	1.210649e-001
7.006564590885870e-001	1.189051e-001	9.725966e-002	2.337210e-004	1.211956e-001
7.014066980469722e-001	1.183213e-001	9.745838e-002	2.351165e-004	1.213451e-001
7.021099496614036e-001	1.179471e-001	9.751638e-002	2.364245e-004	1.215003e-001
7.028759515061369e-001	1.177885e-001	9.751742e-002	2.378493e-004	1.217138e-001
7.033332425235420e-001	1.178439e-001	9.752112e-002	2.386998e-004	1.218779e-001
7.039046912508387e-001	1.181458e-001	9.756078e-002	2.397627e-004	1.221501e-001
7.044827887147812e-001	1.187026e-001	9.766106e-002	2.408380e-004	1.225086e-001
7.049309442190256e-001	1.193260e-001	9.779776e-002	2.416716e-004	1.228586e-001
7.056545372698394e-001	1.205923e-001	9.811509e-002	2.430174e-004	1.235335e-001
7.063842571643938e-001	1.221515e-001	9.856007e-002	2.443747e-004	1.243464e-001
7.071351988385053e-001	1.240160e-001	9.916102e-002	2.457715e-004	1.253232e-001
7.078799569126755e-001	1.260354e-001	9.988965e-002	2.471567e-004	1.264099e-001
7.086114264157275e-001	1.280869e-001	1.007156e-001	2.485173e-004	1.275631e-001
7.093312092849301e-001	1.300734e-001	1.016079e-001	2.498560e-004	1.287466e-001
7.100727551096653e-001	1.319996e-001	1.025716e-001	2.511677e-004	1.299532e-001
7.105092857676574e-001	1.328037e-001	1.030859e-001	2.515736e-004	1.304639e-001
7.110913266449802e-001	1.337204e-001	1.036833e-001	2.521149e-004	1.311113e-001
7.116116306790378e-001	1.344050e-001	1.041613e-001	2.525988e-004	1.316578e-001
7.121879747997967e-001	1.349415e-001	1.046183e-001	2.531348e-004	1.322022e-001
7.127320512234943e-001	1.352109e-001	1.049794e-001	2.536408e-004	1.326414e-001
7.137683724928130e-001	1.351061e-001	1.054589e-001	2.546046e-004	1.332474e-001
7.144916844549641e-001	1.346427e-001	1.056310e-001	2.552773e-004	1.334983e-001
7.154682469549641e-001	1.336325e-001	1.056544e-001	2.561855e-004	1.336328e-001
7.164448094549641e-001	1.323679e-001	1.054775e-001	2.570937e-004	1.335925e-001
7.172023857809958e-001	1.313223e-001	1.052111e-001	2.577982e-004	1.334663e-001
7.179740092649909e-001	1.303298e-001	1.048555e-001	2.585158e-004	1.332934e-001
7.186994062174970e-001	1.295720e-001	1.044869e-001	2.591904e-004	1.331353e-001
7.194354157952245e-001	1.290460e-001	1.041131e-001	2.598749e-004	1.330133e-001
7.200903093239093e-001	1.286829e-001	1.037861e-001	2.602320e-004	1.328367e-001
7.206321652673654e-001	1.280136e-001	1.033029e-001	2.592242e-004	1.321120e-001
7.213683857403187e-001	1.274145e-001	1.023986e-001	2.578548e-004	1.312266e-001
7.219522940046227e-001	1.272366e-001	1.016261e-001	2.567687e-004	1.306373e-001
7.227196994051980e-001	1.272956e-001	1.006587e-001	2.553414e-004	1.299890e-001
7.234544338135157e-001	1.276260e-001	9.982813e-002	2.539748e-004	1.295009e-001
7.241997950237099e-001	1.281809e-001	9.911057e-002	2.525884e-004	1.291347e-001
7.250497927584138e-001	1.289454e-001	9.842730e-002	2.510074e-004	1.288310e-001
7.257831059575034e-001	1.296049e-001	9.793136e-002	2.496434e-004	1.286299e-001
7.265349302083798e-001	1.301692e-001	9.748523e-002	2.482450e-004	1.284453e-001
7.272815533031023e-001	1.305169e-001	9.706274e-002	2.468563e-004	1.282402e-001
7.280388375813073e-001	1.306163e-001	9.662408e-002	2.454478e-004	1.279832e-001
7.284083367279430e-001	1.305440e-001	9.639531e-002	2.447605e-004	1.278279e-001
7.289725599869200e-001	1.302081e-001	9.600331e-002	2.437110e-004	1.275266e-001
7.297060091188083e-001	1.294346e-001	9.540968e-002	2.423468e-004	1.270264e-001
7.301759646072666e-001	1.284457e-001	9.492992e-002	2.408181e-004	1.263344e-001
7.308798230363334e-001	1.257522e-001	9.349284e-002	2.368906e-004	1.242941e-001
7.318183009417557e-001	1.217771e-001	9.088938e-002	2.316539e-004	1.213911e-001
7.327798901729798e-001	1.174348e-001	8.782037e-002	2.262882e-004	1.182612e-001
7.335646104939161e-001	1.137726e-001	8.509997e-002	2.219095e-004	1.156029e-001
7.343696440111860e-001	1.100428e-001	8.219621e-002	2.174174e-004	1.128182e-001
7.351200659319184e-001	1.067153e-001	7.944454e-002	2.132300e-004	1.102155e-001
7.358816787459109e-001	1.035841e-001	7.664815e-002	2.089802e-004	1.076064e-001
7.365848244276547e-001	1.009375e-001	7.408892e-002	2.050567e-004	1.052467e-001
7.371631774427123e-001	9.901802e-002	7.202695e-002	2.018295e-004	1.033703e-001
7.377197739975628e-001	9.742720e-002	7.010168e-002	1.987237e-004	1.016380e-001
7.387362045067063e-001	9.512283e-002	6.676667e-002	1.930520e-004	9.867702e-002
7.400000000000000e-001	9.301923e-002	6.290756e-002	1.860000e-004	9.529056e-002
7.405446084165055e-001	9.264014e-002	6.146503e-002	1.834676e-004	9.420931e-002
7.411670180353689e-001	9.230582e-002	5.999587e-002	1.805734e-004	9.304855e-002
7.419988572312908e-001	9.190080e-002	5.819580e-002	1.767053e-004	9.156325e-002
7.427326814300882e-001	9.149675e-002	5.671775e-002	1.732930e-004	9.029073e-002
7.434836547383206e-001	9.093019e-002	5.526714e-002	1.698010e-004	8.899264e-002
7.442381065131257e-001	9.011580e-002	5.382307e-002	1.662928e-004	8.765515e-002
7.449555138642463e-001	8.909024e-002	5.243538e-002	1.629569e-004	8.633336e-002
7.455310754741920e-001	8.800627e-002	5.128580e-002	1.602805e-004	8.520866e-002
7.460718350054726e-001	8.674548e-002	5.015693e-002	1.577660e-004	8.408432e-002
7.464714881938870e-001	8.565830e-002	4.928327e-002	1.559076e-004	8.320429e-002
7.471185960506712e-001	8.367615e-002	4.780217e-002	1.528985e-004	8.170146e-002
7.478395616280973e-001	8.119053e-002	4.605441e-002	1.495460e-004	7.991976e-002
7.486071219692044e-001	7.825321e-002	4.406549e-002	1.459769e-004	7.789196e-002
7.495836844692044e-001	7.426140e-002	4.138985e-002	1.414359e-004	7.517584e-002
7.500884512092337e-001	7.213160e-002	3.994723e-002	1.390887e-004	7.372511e-002
7.506191584646362e-001	6.989317e-002	3.837287e-002	1.366209e-004	7.215987e-002
7.513267681385063e-001	6.700157e-002	3.624175e-002	1.333305e-004	7.005934e-002
7.520454265459831e-001	6.424304e-002	3.406507e-002	1.299888e-004	6.794038e-002
7.529142484011714e-001	6.119095e-002	3.144255e-002	1.259487e-004	6.542254e-002
7.533372614406124e-001	5.984837e-002	3.018166e-002	1.239817e-004	6.422723e-002
7.539083054896449e-001	5.827291e-002	2.852049e-002	1.213264e-004	6.267206e-002
7.544932377526666e-001	5.691322e-002	2.687713e-002	1.186064e-004	6.114966e-002
7.549479104591651e-001	5.605309e-002	2.565436e-002	1.164922e-004	6.002828e-002
7.556817145222446e-001	5.494037e-002	2.377261e-002	1.130800e-004	5.831651e-002
7.565125613365911e-001	5.401071e-002	2.177201e-002	1.092166e-004	5.650829e-002
7.572641887166622e-001	5.343693e-002	2.009808e-002	1.057215e-004	5.499699e-002
7.582255594798224e-001	5.291335e-002	1.811759e-002	1.012511e-004	5.319520e-002
7.590167511781684e-001	5.251461e-002	1.658906e-002	9.757211e-005	5.177797e-002
7.597216213201761e-001	5.210659e-002	1.528497e-002	9.429446e-005	5.054102e-002
7.600716037229486e-001	5.188423e-002	1.465398e-002	9.273364e-005	4.995715e-002
7.605012260606402e-001	5.166156e-002	1.394584e-002	9.113544e-005	4.938923e-002
7.610740558442291e-001	5.120492e-002	1.306822e-002	8.900451e-005	4.860503e-002
7.617621738124722e-001	5.046451e-002	1.204711e-002	8.644471e-005	4.762177e-002
7.623245434691564e-001	4.960708e-002	1.120752e-002	8.435270e-005	4.675557e-002
7.630506659307804e-001	4.813078e-002	1.006229e-002	8.165152e-005	4.553347e-002
7.636441797224569e-001	4.663387e-002	9.053509e-003	7.944365e-005	4.444176e-002
7.643567272125035e-001	4.456875e-002	7.757287e-003	7.679297e-005	4.303463e-002
7.650953423535569e-001	4.214976e-002	6.304991e-003	7.404533e-005	4.146301e-002
